customer_id,age,tenure,credit_score,balance,salary,number_of_products,has_card,is_active,has_complained,satisfaction_score,points_earned,clv_estimated,is_female,geography,cardtype,age_bucket,credit_bucket,balance_bucket,clv_bucket,churn_risk,has_churned,rf_churn_prob,rf_predicted_churn
15731744,30,2,692,0.0,130486.57,2,0,1,0,4,751,1174.37913,0,France,Diamond,Adult,Medium,Zero,Low,Low Risk,0,0.07136258630976562,0
15807709,55,9,714,180075.22,100127.71,1,1,1,0,1,652,21011.3533,1,Germany,Gold,Middle,Medium,High,High,High Risk,0,0.6362553854337066,1
15714689,29,1,591,97541.24,196356.17,1,1,1,0,2,850,3128.96182,0,Spain,Platinum,Adult,Low,Medium,Medium,Medium Risk,0,0.2740256887367971,0
15699005,41,2,710,156067.05,9983.88,1,1,1,0,4,678,4771.86642,1,France,Diamond,Adult,Medium,High,Medium,Medium Risk,0,0.3957689559629188,0
15624170,38,4,639,81550.94,118974.77,2,0,1,0,4,860,5862.16855,1,France,Gold,Adult,Medium,Medium,Medium,Low Risk,0,0.22866980438700735,0
15725679,47,6,531,0.0,194998.34,1,0,0,1,2,510,4094.96514,1,France,Silver,Middle,Low,Zero,Medium,Churned,1,0.8488235612337945,1
15585865,38,2,673,170061.92,134901.34,2,0,0,1,5,954,6315.96966,1,France,Platinum,Adult,Medium,High,Medium,Churned,1,0.3933108944609579,0
15804256,36,8,765,92310.54,72924.56,2,1,1,0,3,547,10276.91172,0,Germany,Diamond,Adult,High,Medium,High,Medium Risk,0,0.17510904536900668,0
15662403,32,6,622,169089.38,101057.95,2,1,0,0,5,238,13958.47355,1,France,Silver,Adult,Medium,High,High,Medium Risk,0,0.3138154574296949,0
15733616,40,5,806,80613.93,142838.64,1,1,1,0,1,314,7407.93132,0,France,Silver,Adult,High,Medium,Medium,Medium Risk,0,0.3243649920627902,0
15591995,26,8,757,121581.56,127059.04,2,1,1,0,5,595,14372.93448,0,Germany,Silver,Adult,High,Medium,High,Medium Risk,0,0.15600315258784175,0
15677020,58,8,570,0.0,116503.92,1,0,1,1,2,257,3145.60584,1,France,Diamond,Middle,Low,Zero,Medium,Churned,1,0.6373346906194545,1
15727688,32,4,555,0.0,54405.79,2,1,1,0,4,850,816.08685,0,Spain,Diamond,Adult,Low,Zero,Low,Low Risk,0,0.05706987706357544,0
15715941,54,5,692,0.0,88721.84,2,1,1,0,3,552,1596.99312,0,France,Platinum,Middle,Medium,Zero,Low,High Risk,0,0.24315114289057174,0
15714485,60,5,774,85891.55,74135.48,1,1,0,1,5,540,6487.93164,0,France,Gold,Middle,High,Medium,Medium,Churned,1,0.8173231909674381,1
15730059,44,9,638,77637.35,111346.22,2,1,1,0,4,343,11104.1216,0,Spain,Silver,Adult,Medium,Medium,High,Medium Risk,0,0.4228338040179973,0
15715527,41,4,543,0.0,194902.16,1,0,0,0,5,331,2923.5324,1,Spain,Platinum,Adult,Low,Zero,Low,Medium Risk,0,0.6374056998390213,1
15576623,31,5,584,0.0,31474.27,2,1,0,0,2,568,566.53686,0,France,Platinum,Adult,Low,Zero,Low,Medium Risk,0,0.05786173372154855,0
15805565,30,7,691,116927.89,21198.39,1,1,0,0,1,813,9862.99256,0,Germany,Diamond,Adult,Medium,Medium,Medium,High Risk,0,0.43431246091664183,0
15677307,40,6,684,137326.65,186976.6,1,1,0,0,1,530,13539.3741,1,Germany,Platinum,Adult,Medium,Medium,High,Medium Risk,0,0.5991718619511339,1
15773890,22,5,733,0.0,117202.19,2,1,1,0,3,279,2109.63942,0,France,Diamond,Adult,Medium,Zero,Low,Low Risk,0,0.08269683113608478,0
15598883,37,2,599,0.0,143739.29,2,1,1,0,4,516,1293.65361,1,Spain,Gold,Adult,Low,Zero,Low,Low Risk,0,0.11994355934879662,0
15568506,31,10,524,67238.98,161811.23,2,1,1,0,5,685,12736.05839,1,Germany,Gold,Adult,Low,Medium,High,Medium Risk,0,0.1854265295962247,0
15761043,38,6,632,86569.76,98090.91,2,1,0,0,5,435,8119.79231,1,Germany,Silver,Adult,Medium,Medium,Medium,Medium Risk,0,0.3193666924278309,0
15782236,34,5,735,0.0,71095.41,2,0,0,0,1,898,1279.71738,0,Spain,Platinum,Adult,Medium,Zero,Low,Medium Risk,0,0.05983903350945638,0
15593601,34,6,734,133598.4,13107.24,1,1,1,0,4,693,9627.14004,0,France,Diamond,Adult,Medium,Medium,Medium,Medium Risk,0,0.22139979615225303,0
15682048,51,3,605,136188.78,67110.59,1,1,1,1,1,683,6252.87828,1,France,Platinum,Middle,Medium,Medium,Medium,Churned,1,0.734886897667785,1
15746902,38,9,793,0.0,88225.02,2,1,0,0,1,690,2646.7506,0,Spain,Silver,Adult,High,Zero,Low,Medium Risk,0,0.08660071343087823,0
15752081,56,10,468,0.0,62256.87,3,0,1,1,3,547,2054.47671,1,France,Platinum,Middle,Low,Zero,Low,Churned,1,0.6679288349834727,1
15781307,37,7,779,120092.52,135925.72,2,1,0,0,1,466,12869.61888,0,Germany,Gold,Adult,High,Medium,High,Medium Risk,0,0.3672219155576548,0
15775912,48,4,698,101238.24,177815.87,2,0,1,1,1,342,7729.15005,0,France,Gold,Middle,Medium,Medium,Medium,Churned,1,0.45658980107056224,0
15745417,58,6,707,89685.92,126471.13,1,0,1,0,2,230,8933.90813,0,France,Gold,Middle,Medium,Medium,Medium,High Risk,0,0.44081681636912967,0
15671256,35,1,850,211774.31,188574.12,1,1,0,1,2,757,5366.93092,1,France,Platinum,Adult,High,High,Medium,Churned,1,0.48871132839222253,0
15653547,56,7,850,131317.48,119175.45,1,1,1,0,3,657,13365.6092,0,France,Silver,Middle,High,Medium,High,High Risk,0,0.6154251253243115,1
15595766,37,5,527,93722.73,139093.73,2,1,1,0,3,453,8127.05094,0,Spain,Platinum,Adult,Low,Medium,Medium,Low Risk,0,0.1864057133221435,0
15742358,32,8,696,101160.99,115916.55,1,1,1,0,4,694,12234.23595,0,Germany,Diamond,Adult,Medium,Medium,High,Medium Risk,0,0.143032457263675,0
15763274,48,3,661,120320.54,96463.25,1,0,0,0,5,727,5970.3806,0,France,Platinum,Middle,Medium,Medium,Medium,High Risk,0,0.8493446409427341,1
15786063,31,2,776,0.0,112349.51,2,1,1,0,3,304,1011.14559,1,France,Diamond,Adult,High,Zero,Low,Low Risk,0,0.13042751243428474,0
15600258,43,2,701,0.0,165303.79,2,1,1,0,2,633,1487.73411,0,France,Silver,Adult,Medium,Zero,Low,Medium Risk,0,0.13610515359911537,0
15573318,26,8,610,0.0,166031.08,2,1,0,0,2,989,4482.83916,0,France,Silver,Adult,Medium,Zero,Medium,Medium Risk,0,0.08635787817406232,0
15653849,48,3,572,152827.99,38411.79,1,1,0,1,5,352,6574.06108,1,Germany,Gold,Middle,Low,High,Medium,Churned,1,0.7915776140369485,1
15694272,30,1,673,64097.75,77783.35,1,1,1,0,5,936,1748.6551,0,France,Diamond,Adult,Medium,Medium,Low,Medium Risk,0,0.18754021864201165,0
15736112,57,2,519,119035.35,29871.79,2,1,1,0,3,689,3839.90661,1,Spain,Silver,Middle,Low,Medium,Medium,High Risk,0,0.5565650449314249,1
15749851,26,4,702,135219.57,59747.63,1,0,1,0,4,267,7657.19295,1,Spain,Diamond,Adult,Medium,Medium,Medium,Medium Risk,0,0.28598033052668176,0
15663478,32,6,729,93694.42,79919.13,1,1,1,0,2,613,8236.91113,0,France,Gold,Adult,Medium,Medium,Medium,Medium Risk,0,0.10628166423975595,0
15592300,35,10,543,59408.63,76773.53,1,1,0,0,4,480,9068.47579,0,Spain,Gold,Adult,Low,Medium,Medium,Medium Risk,0,0.3671113633478075,0
15567832,40,7,550,114354.95,54018.93,1,1,0,0,1,951,10444.85032,1,France,Gold,Adult,Low,Medium,High,Medium Risk,0,0.5917701680427442,1
15776780,59,1,608,0.0,70649.64,1,1,0,1,4,585,423.89784,0,France,Diamond,Middle,Medium,Zero,Low,Churned,1,0.8491948457525454,1
15592846,35,10,639,128173.9,59093.39,2,1,0,0,3,452,16049.21087,0,Germany,Platinum,Adult,Medium,Medium,High,Medium Risk,0,0.3664785640202156,0
15739803,34,9,686,0.0,127569.8,2,1,0,0,3,358,3827.094,0,Spain,Silver,Adult,Medium,Zero,Medium,Medium Risk,0,0.08213860604552824,0
15794142,62,5,564,114931.35,18260.98,3,0,1,1,3,771,7224.57864,1,Germany,Gold,Senior,Low,Medium,Medium,Churned,1,0.8303752851050474,1
15762729,28,1,745,111071.36,73275.96,1,1,0,1,1,238,2661.08296,1,Germany,Platinum,Adult,Medium,Medium,Low,Churned,1,0.5131843082381132,1
15667896,37,8,833,151226.18,136129.49,2,1,1,0,3,633,17285.85243,0,France,Diamond,Adult,High,High,High,Low Risk,0,0.18314078566609907,0
15626578,26,9,622,0.0,153237.59,2,1,1,0,3,344,4597.1277,0,France,Platinum,Adult,Medium,Zero,Medium,Low Risk,0,0.06046785541875407,0
15776223,42,4,597,64740.12,106841.12,1,1,1,0,5,244,4839.6228,1,France,Silver,Adult,Low,Medium,Medium,Medium Risk,0,0.5256199378825076,1
15705953,51,0,721,169312.13,109078.35,1,1,0,1,2,405,2020.35635,0,Spain,Platinum,Middle,Medium,High,Low,Churned,1,0.8524778426747328,1
15802593,49,7,504,0.0,87822.14,3,0,1,1,5,408,2107.73136,1,France,Silver,Middle,Low,Zero,Low,Churned,1,0.7260909737098404,1
15615457,44,2,842,112652.08,126644.98,2,1,0,0,5,939,4519.36722,1,Spain,Diamond,Adult,High,Medium,Medium,Medium Risk,0,0.5350004255234719,1
15708916,38,0,587,0.0,47414.15,2,1,0,0,3,701,142.24245,0,France,Diamond,Adult,Low,Zero,Low,Medium Risk,0,0.18350712906742697,0
15720187,30,7,479,143964.36,41879.99,2,1,0,0,4,503,12522.26856,1,Germany,Silver,Adult,Low,Medium,High,Medium Risk,0,0.2337409245340802,0
15595440,49,7,508,122451.46,75808.1,2,1,1,0,3,881,11615.5112,0,France,Gold,Middle,Low,Medium,High,High Risk,0,0.4893242668383963,0
15600651,24,1,749,0.0,47911.03,3,1,1,0,3,758,287.46618,0,France,Gold,Adult,Medium,Zero,Low,High Risk,0,0.4605660620526358,0
15750141,36,3,721,65253.07,28737.78,2,1,0,0,5,751,2954.97616,1,Germany,Silver,Adult,Medium,Medium,Low,Medium Risk,0,0.2616547407354821,0
15657284,47,6,674,106901.94,2079.2,1,1,1,1,4,363,7526.799,0,Germany,Gold,Middle,Medium,Medium,Medium,Churned,1,0.633910226916178,1
15763063,25,10,685,128509.63,121562.33,1,1,0,0,3,560,18147.61619,1,Spain,Diamond,Adult,Medium,Medium,High,Medium Risk,0,0.42851661857319534,0
15709324,34,7,417,0.0,55003.79,2,1,0,0,4,969,1320.09096,0,France,Silver,Adult,Low,Zero,Low,Medium Risk,0,0.10797098333556435,0
15711309,33,3,574,129834.67,193131.42,1,1,0,0,5,470,7510.96384,0,Germany,Silver,Adult,Low,Medium,Medium,Medium Risk,0,0.2951272472410789,0
15775318,51,3,590,154962.99,191932.27,3,0,1,1,1,759,8501.70684,1,Spain,Silver,Middle,Low,High,Medium,Churned,1,0.8486269341827815,1
15705515,40,5,587,138241.9,159418.1,2,1,0,0,5,403,11164.0398,0,Germany,Silver,Adult,Low,Medium,High,Medium Risk,0,0.37990594184660964,0
15634844,41,3,598,91536.93,191468.78,1,1,0,1,1,980,5959.10256,0,Germany,Silver,Adult,Low,Medium,Medium,Churned,1,0.5932119733087639,1
15717046,53,3,741,0.0,38913.68,2,1,1,0,3,245,466.96416,0,Spain,Gold,Middle,Medium,Zero,Low,High Risk,0,0.3066931786102982,0
15571816,70,5,850,0.0,705.18,1,1,1,0,1,283,12.69324,1,Spain,Diamond,Senior,High,Zero,Low,Medium Risk,0,0.5068615895104918,1
15670080,29,7,584,105204.01,138490.03,1,0,1,0,2,453,11740.08152,1,Germany,Diamond,Adult,Low,Medium,High,Medium Risk,0,0.33362112434180863,0
15800440,61,1,650,152968.73,82970.69,1,0,1,0,5,683,3557.19874,0,Spain,Diamond,Senior,Medium,High,Medium,Medium Risk,0,0.48331965414193695,0
15665678,36,8,607,158261.68,76744.72,1,1,1,0,5,863,16315.65864,0,Spain,Gold,Adult,Medium,High,High,Medium Risk,0,0.17283832314387054,0
15665956,46,1,509,0.0,71244.59,1,1,0,1,2,264,427.46754,1,France,Diamond,Middle,Low,Zero,Low,Churned,1,0.8104422241413191,1
15788126,38,6,689,121021.05,12182.15,1,1,1,0,3,946,8727.29865,1,Spain,Silver,Adult,Medium,Medium,Medium,Medium Risk,0,0.4191153111834143,0
15811773,36,4,543,0.0,141210.5,2,1,1,0,1,354,2118.1575,0,France,Gold,Adult,Low,Zero,Low,Low Risk,0,0.08567711444530506,0
15651674,54,2,438,0.0,191763.07,1,0,0,1,3,281,1725.86763,1,Spain,Silver,Middle,Low,Zero,Low,Churned,1,0.8807270343308603,1
15689614,63,1,687,137715.66,37938.74,1,1,1,0,1,938,2981.94564,1,Spain,Platinum,Senior,Medium,Medium,Low,Medium Risk,0,0.5235263595742903,1
15795564,31,5,737,121192.22,74890.58,2,1,1,0,2,815,8619.56364,0,Germany,Platinum,Adult,Medium,Medium,Medium,Medium Risk,0,0.1491580077457208,0
15706647,31,7,761,0.0,166698.18,3,1,1,0,5,753,4000.75632,0,France,Gold,Adult,High,Zero,Medium,High Risk,0,0.46512248910772336,0
15728505,44,1,601,100486.18,62678.53,2,1,1,0,1,650,2385.79478,0,France,Gold,Adult,Medium,Medium,Low,Medium Risk,0,0.46277865055993384,0
15730076,45,1,651,0.0,67740.08,1,1,0,1,3,629,406.44048,0,France,Silver,Adult,Medium,Zero,Low,Churned,1,0.7945189349822721,1
15622003,35,9,745,92566.53,161519.77,2,1,0,0,4,742,14102.2461,0,France,Silver,Adult,Medium,Medium,High,Medium Risk,0,0.24278494282282118,0
15607312,49,10,648,0.0,159835.78,2,1,1,1,2,314,5274.58074,1,Spain,Gold,Middle,Medium,Zero,Medium,Churned,1,0.5620652910238434,1
15644753,40,3,848,110929.96,30876.84,1,1,1,0,3,844,4807.72048,0,Spain,Gold,Adult,High,Medium,Medium,Medium Risk,0,0.35612291668881696,0
15653620,27,8,546,0.0,14858.1,2,1,1,0,2,776,401.1687,1,France,Silver,Adult,Low,Zero,Low,Low Risk,0,0.1252316746173245,0
15761986,32,3,439,138901.61,75685.97,1,1,0,0,4,913,6464.29604,1,Spain,Diamond,Adult,Low,Medium,Medium,Medium Risk,0,0.3630731471781134,0
15633922,30,4,755,123217.66,144183.1,2,0,1,0,3,786,8323.6295,0,France,Gold,Adult,High,Medium,Medium,Low Risk,0,0.14989600962991567,0
15734674,41,6,593,0.0,65170.66,1,1,0,0,1,939,1368.58386,1,France,Silver,Adult,Low,Zero,Low,Medium Risk,0,0.6740781220154785,1
15658032,39,2,701,0.0,82526.92,2,1,1,0,4,812,742.74228,0,France,Diamond,Adult,Medium,Zero,Low,Low Risk,0,0.10104271089415978,0
15692671,36,8,701,0.0,169161.46,2,1,0,0,2,689,4567.35942,0,Spain,Diamond,Adult,Medium,Zero,Medium,Medium Risk,0,0.0816206236573923,0
15737741,33,2,607,108431.87,109291.39,2,0,1,1,5,647,4236.57861,1,Spain,Platinum,Adult,Medium,Medium,Medium,Churned,1,0.3196172035915624,0
15576352,57,3,586,0.0,6057.81,2,0,1,0,4,839,72.69372,1,Spain,Platinum,Middle,Low,Zero,Low,High Risk,0,0.3422515890369518,0
15753719,30,9,547,72392.41,77077.14,1,1,0,0,3,807,9551.5552,1,Germany,Platinum,Adult,Low,Medium,Medium,Medium Risk,0,0.3343057857251909,0
15803689,51,1,647,119741.77,54954.51,2,0,0,1,3,847,2724.56246,1,Germany,Silver,Middle,Medium,Medium,Low,Churned,1,0.8264129097764717,1
15718057,51,2,760,100946.71,179614.8,1,0,0,1,4,550,4644.9345,1,France,Diamond,Middle,High,Medium,Medium,Churned,1,0.8698273786299233,1
15722010,53,9,621,170491.84,35588.07,1,1,0,1,3,777,18116.8261,0,Spain,Platinum,Middle,Medium,High,High,Churned,1,0.8525692044548672,1
15680998,44,5,725,0.0,117356.14,1,1,1,0,4,865,2112.41052,0,France,Silver,Adult,Medium,Zero,Low,Medium Risk,0,0.45116497893889196,0
15614782,36,1,526,0.0,160696.72,1,1,0,0,1,425,964.18032,0,France,Platinum,Adult,Low,Zero,Low,Medium Risk,0,0.39290519449117184,0
15591047,47,6,519,157296.02,147278.43,2,0,0,1,1,934,14103.56843,1,Spain,Platinum,Middle,Low,High,High,Churned,1,0.7992880759122616,1
15788291,38,7,713,144606.22,56594.36,1,1,1,1,1,656,12926.76224,1,Germany,Silver,Adult,Medium,Medium,High,Churned,1,0.42205932584688527,0
15604044,38,8,700,134811.3,1299.75,1,1,0,0,1,903,12168.11025,0,France,Diamond,Adult,Medium,Medium,High,Medium Risk,0,0.4278056491171377,0
15679587,34,9,666,115897.12,25095.03,1,1,1,0,1,427,12342.5629,1,France,Silver,Adult,Medium,Medium,High,Medium Risk,0,0.4121224785203054,0
15775153,32,4,630,82034.0,146326.45,1,0,0,0,5,708,6296.59675,0,Spain,Gold,Adult,Medium,Medium,Medium,Medium Risk,0,0.2877264510375873,0
15603925,26,4,779,174318.13,38296.21,2,0,1,0,2,625,9290.34965,1,Spain,Platinum,Adult,High,High,Medium,Low Risk,0,0.24527213355468352,0
15680970,41,2,611,114206.84,164061.6,1,1,0,0,1,645,4902.7596,1,Germany,Diamond,Adult,Medium,Medium,Medium,High Risk,0,0.619853888696725,1
15697183,43,9,685,0.0,107811.28,2,1,0,0,4,808,3234.3384,0,Spain,Silver,Adult,Medium,Zero,Medium,Medium Risk,0,0.3388218845956112,0
15567446,39,9,646,111574.41,30838.51,1,1,1,0,2,525,12082.5963,0,Germany,Platinum,Adult,Medium,Medium,High,Medium Risk,0,0.3667696189714364,0
15637476,57,5,683,162448.69,9221.78,1,0,0,1,5,746,9912.91344,1,Germany,Silver,Middle,Medium,High,Medium,Churned,1,0.8527979876682388,1
15714939,34,4,484,148249.54,33738.27,1,0,1,0,3,774,7918.55105,1,Germany,Diamond,Adult,Low,Medium,Medium,Medium Risk,0,0.26094997037168105,0
15683503,43,8,601,0.0,110916.15,3,0,1,1,4,343,2994.73605,1,France,Silver,Adult,Medium,Zero,Low,Churned,1,0.6761404040267236,1
15645569,26,7,762,123709.46,169654.57,2,1,1,0,4,669,13968.46648,1,Spain,Platinum,Adult,High,Medium,High,Low Risk,0,0.2766589798195503,0
15782569,72,9,687,0.0,69829.4,1,0,1,0,5,258,2094.882,1,France,Gold,Senior,Medium,Zero,Low,Medium Risk,0,0.4684646954011407,0
15592387,30,5,566,0.0,54926.51,1,1,0,1,4,817,988.67718,0,France,Diamond,Adult,Low,Zero,Low,Churned,1,0.4347784921719132,0
15609286,37,10,702,150525.8,94728.49,1,1,1,0,4,541,19683.87817,0,France,Diamond,Adult,Medium,High,High,Medium Risk,0,0.23250033886560403,0
15814035,29,9,601,0.0,80393.27,1,1,1,0,5,418,2411.7981,0,France,Gold,Adult,Medium,Zero,Low,Medium Risk,0,0.28897454589799343,0
15661249,53,4,699,0.0,111307.98,2,0,1,0,1,513,1669.6197,0,France,Platinum,Middle,Medium,Zero,Low,High Risk,0,0.25129063198318485,0
15629117,28,10,584,0.0,19834.32,2,1,0,0,3,706,654.53256,0,France,Gold,Adult,Low,Zero,Low,Medium Risk,0,0.08049948716737802,0
15607170,35,5,699,0.0,78397.24,2,1,1,0,2,915,1411.15032,0,France,Silver,Adult,Medium,Zero,Low,Low Risk,0,0.04057874531194191,0
15586585,51,2,698,111018.98,86410.28,1,1,0,0,4,751,4108.26192,1,Germany,Diamond,Middle,Medium,Medium,Medium,High Risk,0,0.8563726328337473,1
15686611,30,10,495,129755.99,172749.65,1,0,0,0,2,753,19973.89735,0,France,Diamond,Adult,Low,Medium,High,Medium Risk,0,0.33817132099913016,0
15603203,27,6,650,0.0,1002.39,2,1,0,0,1,789,21.05019,1,France,Platinum,Adult,Medium,Zero,Low,Medium Risk,0,0.13631669795749513,0
15619857,64,2,605,129555.7,13601.79,1,1,1,0,1,380,4009.08711,1,France,Silver,Senior,Medium,Medium,Medium,Medium Risk,0,0.5707671413380158,1
15805062,38,1,667,87202.38,77866.91,1,1,1,0,5,955,2211.24906,0,Spain,Platinum,Adult,Medium,Medium,Low,Medium Risk,0,0.21837972925007512,0
15660271,26,8,688,146133.39,175296.76,1,1,1,0,4,866,17885.01762,0,Germany,Platinum,Adult,Medium,Medium,High,Medium Risk,0,0.2461100346547932,0
15745295,31,0,727,0.0,121751.04,1,1,0,1,2,274,365.25312,1,Spain,Silver,Adult,Medium,Zero,Low,Churned,1,0.44480685640003664,0
15719352,39,6,754,170184.99,89593.26,2,1,0,0,2,380,13794.40776,0,Spain,Diamond,Adult,High,High,High,Medium Risk,0,0.4155669433257963,0
15766575,62,8,612,140745.33,193437.89,1,1,0,1,5,455,17889.90273,1,Germany,Gold,Senior,Medium,Medium,High,Churned,1,0.8437312376455768,1
15594594,42,7,546,139070.51,86945.0,1,1,1,0,3,451,13212.3208,0,Spain,Diamond,Adult,Low,Medium,High,Medium Risk,0,0.3911387672505594,0
15646161,37,8,673,0.0,183318.79,2,1,1,0,1,603,4949.60733,1,Spain,Silver,Adult,Medium,Zero,Medium,Low Risk,0,0.19235947459945077,0
15682585,35,9,593,114193.24,71154.1,1,1,0,0,5,660,13553.947,0,France,Diamond,Adult,Low,Medium,High,Medium Risk,0,0.3900348881128983,0
15603134,40,10,656,167878.5,151887.16,1,0,1,0,5,806,23478.91128,1,Spain,Platinum,Adult,Medium,High,High,Medium Risk,0,0.5481668324012172,1
15636444,53,5,535,141616.55,75888.65,2,1,1,0,1,577,9862.9887,1,Germany,Platinum,Middle,Low,Medium,Medium,High Risk,0,0.5645413684376279,1
15773456,36,3,678,145747.67,89566.74,2,0,1,0,1,824,6904.70768,0,Germany,Silver,Adult,Medium,Medium,Medium,Medium Risk,0,0.17806648358863014,0
15745307,48,2,477,129120.64,26475.79,1,0,1,0,3,238,4111.90131,1,Spain,Gold,Middle,Low,Medium,Medium,High Risk,0,0.6705089695592545,1
15604119,35,7,850,110349.82,126355.8,1,0,0,0,2,445,11860.5248,0,Spain,Platinum,Adult,High,Medium,High,Medium Risk,0,0.35225786498114736,0
15626900,29,1,427,141325.56,93839.3,1,1,1,0,5,589,3389.547,0,France,Gold,Adult,Low,Medium,Medium,Medium Risk,0,0.198725665514718,0
15605447,49,2,752,78653.84,7698.6,1,1,0,0,2,989,2428.9026,0,France,Silver,Middle,High,Medium,Low,High Risk,0,0.7561261660836293,1
15589030,47,1,649,0.0,145593.85,2,1,1,0,4,908,873.5631,0,France,Gold,Middle,Medium,Zero,Low,High Risk,0,0.21712714163254365,0
15692463,28,3,799,142253.65,45042.56,1,1,0,0,1,395,6230.65672,1,Spain,Silver,Adult,High,Medium,Medium,Medium Risk,0,0.38718611250747076,0
15712403,61,1,589,0.0,61108.56,1,1,0,1,4,923,366.65136,1,France,Silver,Senior,Low,Zero,Low,Churned,1,0.8449079750502777,1
15811762,54,6,583,115988.86,57553.98,1,1,0,1,5,878,9327.85378,1,Germany,Diamond,Middle,Low,Medium,Medium,Churned,1,0.8498747403506494,1
15718673,33,10,839,75592.43,62674.42,1,1,0,0,3,497,10383.42316,1,Spain,Platinum,Adult,High,Medium,High,Medium Risk,0,0.3259850419744385,0
15724282,44,3,540,164113.04,12120.79,2,1,1,0,5,778,6709.97108,0,Germany,Silver,Adult,Low,High,Medium,Medium Risk,0,0.45518427382836224,0
15738181,31,6,850,67996.23,50129.87,2,0,0,1,3,895,5812.46337,0,France,Diamond,Adult,High,Medium,Medium,Churned,1,0.30187153611074447,0
15633648,51,5,696,0.0,55022.43,2,1,0,0,4,509,990.40374,1,Spain,Silver,Middle,Medium,Zero,Low,High Risk,0,0.48602181142605866,0
15603323,33,1,660,0.0,117834.91,2,0,0,0,1,485,707.00946,1,Spain,Platinum,Adult,Medium,Zero,Low,Medium Risk,0,0.14397608517333318,0
15583725,48,1,682,138778.15,168840.23,1,0,1,0,5,229,3788.60438,0,France,Silver,Middle,Medium,Medium,Medium,High Risk,0,0.5463529844080882,1
15588350,43,10,744,147832.15,24234.11,1,0,1,0,3,982,17061.26213,1,France,Silver,Adult,Medium,Medium,High,Medium Risk,0,0.5494119386218861,1
15798398,36,4,785,135438.4,190627.01,1,0,0,0,4,834,9631.32515,1,France,Silver,Adult,High,Medium,Medium,Medium Risk,0,0.4551809683807948,0
15784844,48,5,752,116060.08,156618.38,1,1,0,1,5,265,9782.73564,0,Spain,Platinum,Middle,High,Medium,Medium,Churned,1,0.8421682531537771,1
15580684,29,5,706,112564.62,42334.38,1,1,0,0,5,819,7515.89604,1,France,Platinum,Adult,Medium,Medium,Medium,Medium Risk,0,0.41119085637143615,0
15809663,27,1,583,125406.58,110784.42,1,1,1,0,1,992,3172.83812,1,France,Platinum,Adult,Low,Medium,Medium,Medium Risk,0,0.24620337917537644,0
15640078,39,5,660,135134.99,173683.0,1,1,0,1,1,816,11234.3934,1,Germany,Diamond,Adult,Medium,Medium,High,Churned,1,0.6128140594347485,1
15698786,39,9,819,133102.92,27046.46,1,1,0,1,2,444,14121.6858,1,France,Silver,Adult,High,Medium,High,Churned,1,0.6252983100648547,1
15569807,34,8,673,42157.08,20598.59,1,1,0,1,2,611,4350.29913,1,France,Silver,Adult,Medium,Low,Medium,Churned,1,0.4701008508423473,0
15730830,30,3,752,0.0,104991.28,2,1,1,0,4,974,1259.89536,1,France,Silver,Adult,High,Zero,Low,Low Risk,0,0.11435987883300483,0
15805112,38,7,578,82259.29,8996.97,1,1,0,0,1,325,6796.67048,0,France,Diamond,Adult,Low,Medium,Medium,Medium Risk,0,0.418004914220521,0
15633064,36,4,438,0.0,64420.5,2,1,0,0,3,660,966.3075,1,France,Silver,Adult,Low,Zero,Low,Medium Risk,0,0.17453938302158156,0
15703119,38,6,652,0.0,145700.22,2,1,1,0,2,691,3059.70462,0,France,Platinum,Adult,Medium,Zero,Medium,Low Risk,0,0.0506662665123238,0
15730447,49,4,629,0.0,196335.48,2,1,1,0,5,921,2945.0322,1,France,Platinum,Middle,Medium,Zero,Low,High Risk,0,0.3876377028154351,0
15813850,52,7,720,0.0,14781.12,1,1,1,0,1,678,354.74688,0,France,Gold,Middle,Medium,Zero,Low,High Risk,0,0.6280075059195677,1
15711889,42,3,668,150461.07,108139.23,1,1,0,0,1,335,7316.11356,0,France,Diamond,Adult,Medium,High,Medium,Medium Risk,0,0.5783015197111532,1
15664610,48,4,459,133994.52,19287.06,1,1,1,1,5,661,6989.0319,0,Germany,Diamond,Middle,Low,Medium,Medium,Churned,1,0.7253391405359134,1
15751710,31,8,729,164870.81,9567.39,2,1,1,0,4,249,15096.69243,0,Spain,Platinum,Adult,Medium,High,High,Low Risk,0,0.23810400194641448,0
15692926,25,8,498,121702.73,132210.49,1,1,1,0,4,793,14522.92893,0,Germany,Diamond,Adult,Low,Medium,High,Medium Risk,0,0.20037814768404405,0
15813741,25,6,549,193858.2,21600.11,1,0,1,0,3,737,14023.67631,0,Spain,Platinum,Adult,Low,High,High,Medium Risk,0,0.24516436507338013,0
15698474,54,1,601,131039.97,199661.5,2,1,1,0,1,929,3818.7684,1,Germany,Diamond,Middle,Medium,Medium,Medium,High Risk,0,0.5541369375179717,1
15568595,64,9,544,113829.45,124341.49,1,1,1,0,3,562,15113.1897,0,France,Gold,Senior,Low,Medium,High,Medium Risk,0,0.554984070540054,1
15603065,30,6,751,0.0,15766.1,2,1,0,0,2,633,331.0881,1,France,Diamond,Adult,High,Zero,Low,Medium Risk,0,0.13042719089502203,0
15592937,41,3,632,81877.38,33642.21,1,1,1,0,3,532,3678.80172,1,Germany,Silver,Adult,Medium,Medium,Medium,Medium Risk,0,0.455699777614564,0
