customer_id,age,tenure,number_of_products,has_card,is_active,has_complained,satisfaction_score,points_earned,credit_score,balance,salary,has_churned,is_female,geography,cardtype,clv_estimated,age_bucket,credit_bucket,balance_bucket,salary_bucket,clv_bucket,churn_risk
15694366,42,2,1,0,1,0,5,809,714,177640.09,47166.55,0,0,Germany,Gold,5753.70165,Adult,Medium,High,Low,Medium,Medium Risk
15600739,35,0,2,1,0,0,2,814,562,0.00,119899.52,0,1,Spain,Silver,359.69856,Adult,Low,Zero,Medium,Low,Medium Risk
15653253,48,8,1,1,1,0,2,970,704,167997.60,173498.45,0,0,Spain,Silver,19804.24215,Middle,Medium,High,High,High,High Risk
15763431,36,2,2,1,1,0,5,925,698,82275.35,93249.26,0,0,France,Gold,3307.50384,Adult,Medium,Medium,Medium,Medium,Low Risk
15643696,49,3,2,1,1,0,4,437,611,0.00,142917.54,0,0,France,Platinum,1715.01048,Middle,Medium,Zero,Medium,Low,High Risk
15707473,48,6,1,1,0,0,5,446,850,111962.99,111755.80,0,1,Germany,Gold,10184.28110,Middle,High,Medium,Medium,High,High Risk
15769504,34,1,1,1,1,0,5,514,743,131736.88,108543.21,0,1,Germany,Gold,3285.99686,Adult,Medium,Medium,Medium,Medium,Medium Risk
15776807,29,1,1,1,0,0,3,711,654,0.00,180345.44,0,0,France,Silver,1082.07264,Adult,Medium,Zero,High,Low,Medium Risk
15686870,36,8,2,0,0,0,4,954,761,108239.11,99444.02,0,0,Germany,Diamond,12426.50844,Adult,High,Medium,Medium,High,High Risk
15668747,46,9,1,0,1,0,1,511,702,98444.19,109563.28,0,1,France,Platinum,13131.31740,Middle,Medium,Medium,Medium,High,High Risk
15766908,32,3,1,1,0,0,2,804,488,114540.38,92568.07,0,0,Germany,Gold,5692.43204,Adult,Low,Medium,Medium,Medium,High Risk
15570134,35,6,2,1,1,0,3,511,683,187530.66,37976.36,0,1,France,Silver,13924.64976,Adult,Medium,High,Low,High,Low Risk
15567367,42,9,1,0,1,0,4,336,601,133636.16,103315.74,0,1,Germany,Silver,16463.08820,Adult,Medium,Medium,Medium,High,Medium Risk
15747542,52,7,2,1,1,0,3,435,605,0.00,173952.50,0,0,France,Platinum,4174.86000,Middle,Medium,Zero,High,Medium,High Risk
15762238,44,0,2,0,1,0,4,863,671,84745.03,34673.98,0,1,Germany,Silver,951.47224,Adult,Medium,Medium,Low,Low,Medium Risk
15681554,31,7,2,1,1,0,3,906,614,120599.38,46163.44,0,1,Germany,Diamond,10755.87296,Adult,Medium,Medium,Low,High,Medium Risk
15712825,29,9,2,0,1,0,4,390,511,0.00,140676.98,0,1,Spain,Diamond,4220.30940,Adult,Low,Zero,Medium,Medium,Low Risk
15640280,39,4,2,0,1,0,4,404,850,127771.35,151738.54,0,0,France,Platinum,8664.64560,Adult,High,Medium,High,Medium,Low Risk
15756026,46,9,1,0,0,1,3,258,790,0.00,14679.81,1,1,Spain,Silver,440.39430,Middle,High,Zero,Low,Low,Churned
15613319,33,0,1,0,0,0,4,987,793,0.00,175544.02,0,1,France,Gold,526.63206,Adult,High,Zero,High,Low,Medium Risk
15798906,69,5,2,1,1,0,3,348,628,0.00,181964.60,0,0,France,Diamond,3275.36280,Senior,Medium,Zero,High,Medium,Medium Risk
15708917,53,10,1,1,1,0,5,686,598,167772.96,136886.86,0,0,Germany,Silver,22972.29198,Middle,Low,High,Medium,High,High Risk
15778463,37,6,1,1,0,0,5,517,657,95845.60,122218.23,0,1,France,Gold,9275.77483,Adult,Medium,Medium,Medium,Medium,Medium Risk
15699430,35,10,2,1,0,0,1,341,618,0.00,180439.75,0,1,France,Diamond,5954.51175,Adult,Medium,Zero,High,Medium,Medium Risk
15649992,65,7,2,0,1,0,3,854,681,134714.70,190419.81,0,0,Spain,Gold,15347.25144,Senior,Medium,Medium,High,High,Medium Risk
15578980,33,3,2,1,1,0,2,692,516,0.00,58685.59,0,1,Spain,Platinum,704.22708,Adult,Low,Zero,Medium,Low,Low Risk
15775306,28,8,3,1,1,1,4,237,421,122384.22,89017.38,1,0,Germany,Silver,13418.04906,Adult,Low,Medium,Medium,High,Churned
15641655,26,2,2,0,0,0,5,417,700,0.00,50051.42,0,1,France,Diamond,450.46278,Adult,Medium,Zero,Medium,Low,Medium Risk
15619708,25,5,2,1,0,0,1,395,745,157993.15,146041.45,0,0,France,Silver,12108.33510,Adult,Medium,High,Medium,High,Medium Risk
15734565,29,8,2,1,0,0,5,921,696,0.00,191166.09,0,0,France,Gold,5161.48443,Adult,Medium,Zero,High,Medium,Medium Risk
15806438,42,2,1,0,0,1,3,362,580,123331.36,103516.08,1,1,Germany,Diamond,4631.58552,Adult,Low,Medium,Medium,Medium,Churned
15591969,27,9,1,1,1,0,5,709,497,75263.16,164825.04,0,0,Spain,Gold,12471.06720,Adult,Low,Medium,High,High,Medium Risk
15747807,43,6,2,1,0,0,4,506,720,137824.03,172557.77,0,1,France,Gold,13271.39527,Adult,Medium,Medium,High,High,Medium Risk
15596939,36,4,2,1,0,0,1,367,659,132578.92,84320.94,0,0,Germany,Diamond,7893.76010,Adult,Medium,Medium,Medium,Medium,Medium Risk
15716155,36,5,1,0,0,0,4,242,841,156021.31,122662.98,0,1,France,Diamond,11569.21224,Adult,High,High,Medium,High,Medium Risk
15765311,34,8,1,1,0,0,3,323,642,0.00,72085.10,0,0,Spain,Gold,1946.29770,Adult,Medium,Zero,Medium,Low,Medium Risk
15757811,69,9,1,0,1,1,5,719,732,137453.43,110932.24,1,1,Spain,Platinum,17073.31020,Senior,Medium,Medium,Medium,High,Churned
15603830,36,4,2,1,0,0,1,767,600,0.00,143635.36,0,0,Spain,Gold,2154.53040,Adult,Medium,Zero,Medium,Low,Medium Risk
15660602,33,8,2,1,1,0,4,406,464,164284.72,3710.34,0,0,Germany,Gold,14885.80398,Adult,Low,High,Low,High,Medium Risk
15660535,47,5,2,1,1,0,1,735,680,0.00,179843.33,0,1,France,Diamond,3237.17994,Middle,Medium,Zero,High,Medium,High Risk
15666633,56,1,2,1,1,0,4,408,758,0.00,10643.38,0,0,Spain,Platinum,63.86028,Middle,High,Zero,Low,Low,High Risk
15596914,31,2,2,1,1,0,3,888,630,112373.49,131167.98,0,1,Germany,Silver,4551.71652,Adult,Medium,Medium,Medium,Medium,Medium Risk
15639788,39,10,2,1,0,0,2,596,577,0.00,10553.31,0,1,France,Platinum,348.25923,Adult,Low,Zero,Low,Low,Medium Risk
15695846,34,6,2,1,1,0,3,372,684,0.00,130928.22,0,1,France,Silver,2749.49262,Adult,Medium,Zero,Medium,Low,Low Risk
15726234,41,5,1,0,1,0,3,256,708,0.00,157003.99,0,1,Spain,Silver,2826.07182,Adult,Medium,Zero,High,Low,Medium Risk
15797964,29,1,1,1,1,0,4,599,732,154333.82,138527.56,0,1,Germany,Gold,3917.84176,Adult,Medium,High,Medium,Medium,Medium Risk
15625881,37,3,2,1,1,0,4,558,634,111432.77,167032.49,0,0,Germany,Gold,6461.70068,Adult,Medium,Medium,High,Medium,Medium Risk
15780628,30,6,2,0,0,0,2,565,633,0.00,41642.29,0,1,France,Diamond,874.48809,Adult,Medium,Zero,Low,Low,Medium Risk
15575883,34,2,2,1,0,0,4,796,559,137390.11,9677.00,0,0,France,Platinum,4208.79630,Adult,Low,Medium,Low,Medium,Medium Risk
15585036,37,3,2,1,1,0,3,245,694,0.00,147012.22,0,1,Spain,Diamond,1764.14664,Adult,Medium,Zero,Medium,Low,Low Risk
15589488,56,5,1,1,1,0,5,799,686,111642.08,80553.87,0,1,Germany,Diamond,8148.49446,Middle,Medium,Medium,Medium,Medium,High Risk
15585888,48,3,1,0,1,1,3,421,553,0.00,30730.95,1,1,Spain,Platinum,368.77140,Middle,Low,Zero,Low,Low,Churned
15727915,36,4,1,0,0,0,1,691,507,83543.37,140134.43,0,0,France,Diamond,6279.18495,Adult,Low,Medium,Medium,Medium,Medium Risk
15707567,50,6,1,0,0,1,4,738,732,145338.76,91936.10,1,0,Germany,Diamond,12104.37130,Middle,Medium,Medium,Medium,High,Churned
15737792,31,1,1,0,0,0,4,417,818,186796.37,178252.63,0,1,France,Platinum,4805.44318,Adult,High,High,High,Medium,Medium Risk
15599433,35,8,1,0,1,0,5,815,660,58641.43,198674.08,0,0,Germany,Platinum,10641.92886,Adult,Medium,Medium,High,High,Medium Risk
15672012,41,5,1,1,0,1,4,497,773,0.00,28266.90,1,1,Spain,Diamond,508.80420,Adult,High,Zero,Low,Low,Churned
15806983,44,3,1,1,0,0,1,351,640,137148.68,92381.01,0,0,France,Platinum,6594.51932,Adult,Medium,Medium,Medium,Medium,Medium Risk
15592222,49,7,1,0,0,0,5,726,505,80001.23,135180.11,0,0,France,Gold,9644.42104,Middle,Low,Medium,Medium,Medium,High Risk
15608968,21,6,2,0,0,0,4,910,714,86402.52,27330.59,0,0,Germany,Gold,6622.11879,Adult,Medium,Medium,Low,Medium,Medium Risk
15586959,42,5,2,1,0,0,3,780,468,0.00,125305.34,0,1,France,Gold,2255.49612,Adult,Low,Zero,Medium,Low,Medium Risk
15646558,51,1,1,1,1,0,1,247,611,122874.74,149648.45,0,0,Spain,Platinum,3355.38550,Middle,Medium,Medium,Medium,Medium,High Risk
15725811,25,0,1,0,1,0,4,723,705,97544.29,59887.15,0,0,France,Diamond,1155.10435,Adult,Medium,Medium,Medium,Low,Medium Risk
15572265,46,1,2,1,0,0,2,689,646,170826.55,45041.32,0,0,Germany,Platinum,3686.77892,Middle,Medium,High,Low,Medium,High Risk
15794048,48,1,2,0,0,1,5,736,667,97133.92,113316.77,1,1,Germany,Gold,2622.57902,Middle,Medium,Medium,Medium,Low,Churned
15677610,41,8,1,1,1,0,4,240,511,153895.65,39087.42,0,1,Germany,Gold,14905.96884,Adult,Low,High,Low,High,Medium Risk
15745012,43,6,2,1,1,0,5,848,653,0.00,7330.59,0,1,France,Diamond,153.94239,Adult,Medium,Zero,Low,Low,Medium Risk
15601589,57,8,2,0,1,0,3,632,675,0.00,95463.29,0,1,France,Silver,2577.50883,Middle,Medium,Zero,Medium,Low,High Risk
15686436,32,4,2,1,0,0,3,480,523,0.00,167848.02,0,0,Spain,Diamond,2517.72030,Adult,Low,Zero,High,Low,Medium Risk
15693864,49,5,1,1,0,1,1,980,567,134956.02,93953.84,1,1,Germany,Gold,9788.53032,Middle,Low,Medium,Medium,Medium,Churned
15760550,39,7,2,0,1,0,4,437,741,143637.58,174227.66,0,0,Spain,Platinum,15672.47024,Adult,Medium,Medium,High,High,Low Risk
15686137,32,9,1,1,1,0,3,454,456,147506.25,135399.21,0,0,Spain,Diamond,18812.60130,Adult,Low,Medium,Medium,High,Medium Risk
15809087,64,1,2,1,0,1,1,839,598,0.00,195635.30,1,0,France,Platinum,1173.81180,Senior,Low,Zero,High,Low,Churned
15807663,43,8,1,1,0,1,3,680,667,190227.46,97508.04,1,0,France,Diamond,19753.18848,Adult,Medium,High,Medium,High,Churned
15809100,32,2,1,1,0,1,2,374,548,172448.77,188083.77,1,1,France,Gold,6866.21703,Adult,Low,High,High,Medium,Churned
15794916,41,7,1,1,1,0,4,240,725,113980.21,116704.25,0,0,France,Diamond,11919.31880,Adult,Medium,Medium,Medium,High,Medium Risk
15614215,53,6,2,0,1,0,2,477,717,0.00,97614.87,0,0,France,Diamond,2049.91227,Middle,Medium,Zero,Medium,Low,High Risk
15805449,38,4,2,0,0,0,1,477,594,0.00,186884.04,0,0,France,Silver,2803.26060,Adult,Low,Zero,High,Low,Medium Risk
15686983,25,10,2,0,1,0,1,365,678,76968.12,131501.72,0,1,Germany,Gold,12806.04996,Adult,Medium,Medium,Medium,High,Medium Risk
15808017,38,1,2,1,1,0,3,331,545,88293.13,24302.95,0,0,France,Gold,1911.68030,Adult,Low,Medium,Low,Low,Low Risk
15756804,48,1,1,1,0,1,1,654,636,170833.46,110510.28,1,1,France,Platinum,4079.73088,Middle,Medium,High,Medium,Medium,Churned
15646810,44,6,2,1,0,1,3,652,603,108122.39,108488.33,1,0,Germany,Gold,9846.82223,Adult,Medium,Medium,Medium,Medium,Churned
15710424,36,4,1,1,1,0,4,758,435,0.00,197015.20,0,0,France,Platinum,2955.22800,Adult,Low,Zero,High,Low,Medium Risk
15799422,40,8,1,1,1,0,1,514,535,0.00,27689.77,0,1,France,Diamond,747.62379,Adult,Low,Zero,Low,Low,Medium Risk
15692750,45,7,3,1,0,1,3,257,629,129818.39,9217.55,1,1,Germany,Platinum,10606.69240,Adult,Medium,Medium,Low,High,Churned
15794549,35,2,2,1,1,0,1,883,722,163943.89,15068.18,0,1,France,Gold,5053.93032,Adult,Medium,High,Low,Medium,Low Risk
15803764,28,7,2,1,0,0,5,933,561,0.00,7797.01,0,0,France,Platinum,187.12824,Adult,Low,Zero,Low,Low,Medium Risk
15674840,38,5,2,0,1,0,1,573,645,101430.30,4400.32,0,1,France,Gold,6165.02376,Adult,Medium,Medium,Low,Medium,Low Risk
15653762,39,9,1,0,0,0,5,721,501,117301.66,182025.95,0,1,France,Silver,17190.94450,Adult,Low,Medium,High,High,Medium Risk
15581229,32,1,1,0,1,0,1,434,502,173340.83,122763.95,0,1,Germany,Platinum,4203.40030,Adult,Low,High,Medium,Medium,Medium Risk
15800228,42,4,2,1,1,0,5,230,652,0.00,38152.01,0,1,Spain,Gold,572.28015,Adult,Medium,Zero,Low,Low,Medium Risk
15656333,33,3,1,1,0,0,4,596,574,134348.57,63163.99,0,1,France,Diamond,6131.91068,Adult,Low,Medium,Medium,Medium,Medium Risk
15697497,45,9,2,1,1,0,3,610,518,105525.65,73418.29,0,1,France,Diamond,12755.11370,Adult,Low,Medium,Medium,High,Medium Risk
15585362,60,6,1,1,0,1,5,718,749,0.00,17978.68,1,1,France,Silver,377.55228,Middle,Medium,Zero,Low,Low,Churned
15571928,43,4,3,1,0,1,2,961,679,0.00,115136.51,1,1,France,Diamond,1727.04765,Adult,Medium,Zero,Medium,Low,Churned
15785519,36,6,1,1,0,0,5,237,565,106192.10,149575.59,0,0,France,Diamond,10574.53439,Adult,Low,Medium,Medium,High,Medium Risk
15743007,45,4,1,1,0,1,5,450,643,45144.43,60917.24,1,1,France,Diamond,3170.98010,Adult,Medium,Low,Medium,Medium,Churned
15777211,65,7,1,1,1,0,5,802,515,92113.61,142548.33,0,0,France,Platinum,10790.24872,Senior,Low,Medium,Medium,High,Medium Risk
15721935,25,7,2,1,1,0,1,323,521,0.00,157878.67,0,0,France,Silver,3789.08808,Adult,Low,Zero,High,Medium,Low Risk
15591711,38,0,1,1,0,0,3,631,739,128366.44,12796.43,0,0,Spain,Platinum,1322.05369,Adult,Medium,Medium,Low,Low,Medium Risk
15625021,42,2,2,1,1,0,4,805,585,0.00,18657.77,0,0,France,Silver,167.91993,Adult,Low,Zero,Low,Low,Medium Risk
15702968,74,3,1,1,1,0,1,978,733,106545.53,134589.58,0,0,Germany,Gold,5876.89616,Senior,Medium,Medium,Medium,Medium,Medium Risk
15600462,43,8,1,0,1,0,3,292,542,145618.37,10350.74,0,1,France,Platinum,13385.12328,Adult,Low,Medium,Low,High,Medium Risk
15768104,37,8,1,0,0,0,4,582,788,141541.25,66013.27,0,0,Spain,Diamond,14521.07079,Adult,High,Medium,Medium,High,Medium Risk
15780140,32,2,2,1,1,0,3,476,435,57017.06,5907.11,0,0,Germany,Silver,1763.67579,Adult,Low,Medium,Low,Low,Medium Risk
15585255,42,9,1,1,0,0,3,897,577,0.00,74077.91,0,0,France,Silver,2222.33730,Adult,Low,Zero,Medium,Low,Medium Risk
15772781,51,3,3,1,1,1,2,924,703,0.00,77294.56,1,1,France,Diamond,927.53472,Middle,Medium,Zero,Medium,Low,Churned
15669987,35,8,2,1,0,1,5,273,728,125884.95,54359.02,1,1,Germany,Platinum,12797.33904,Adult,Medium,Medium,Medium,High,Churned
15697000,32,5,1,1,1,0,5,433,728,61825.50,156124.93,0,0,Germany,Gold,6519.77874,Adult,Medium,Medium,High,Medium,Medium Risk
15733119,35,8,2,1,0,0,5,769,718,0.00,94820.85,0,0,France,Platinum,2560.16295,Adult,Medium,Zero,Medium,Low,Medium Risk
15782390,40,6,1,1,0,0,5,959,621,0.00,155155.25,0,1,France,Platinum,3258.26025,Adult,Medium,Zero,High,Medium,Medium Risk
15654700,40,2,1,1,0,1,1,606,523,102967.41,128702.10,1,1,France,Platinum,4247.34120,Adult,Low,Medium,Medium,Medium,Churned
15632210,25,2,1,1,0,0,4,487,657,171770.55,22745.50,0,0,Germany,Gold,5357.82600,Adult,Medium,High,Low,Medium,Medium Risk
15642041,40,1,2,1,0,1,1,513,727,93051.64,71865.31,1,0,Germany,Silver,2292.22466,Adult,Medium,Medium,Medium,Low,Churned
15709737,36,7,2,0,1,0,1,233,643,161064.64,84294.82,0,0,France,Silver,14908.24688,Adult,Medium,High,Medium,High,Low Risk
15792388,48,7,1,1,1,0,3,803,645,90612.34,149139.13,0,1,France,Diamond,10828.32632,Middle,Medium,Medium,Medium,High,High Risk
15786014,28,5,2,1,0,0,5,975,568,145105.64,185489.11,0,0,France,Gold,12045.14238,Adult,Low,Medium,High,High,Medium Risk
15794580,58,4,1,0,0,1,2,818,599,0.00,176407.15,1,0,France,Gold,2646.10725,Middle,Low,Zero,High,Low,Churned
15675964,45,9,1,1,1,1,1,397,672,0.00,92027.69,1,1,France,Platinum,2760.83070,Adult,Medium,Zero,Medium,Low,Churned
15814275,33,6,1,1,1,0,1,948,685,174912.72,43932.54,0,0,France,Platinum,13166.47374,Adult,Medium,High,Low,High,Medium Risk
15724848,46,1,1,1,0,1,5,665,516,104947.72,115789.25,1,1,France,Diamond,2793.68990,Middle,Low,Medium,Medium,Low,Churned
15754713,31,10,1,1,1,0,4,444,685,135213.71,125777.28,0,0,Spain,Gold,19024.15834,Adult,Medium,Medium,Medium,High,Medium Risk
15693814,25,7,2,1,0,0,4,767,806,0.00,18461.90,0,0,Spain,Platinum,443.08560,Adult,High,Zero,Low,Low,Medium Risk
15599660,36,6,2,1,1,0,3,684,604,116229.85,79633.38,0,0,France,Platinum,9808.39048,Adult,Medium,Medium,Medium,Medium,Low Risk
15746490,53,6,1,1,1,0,4,715,648,111201.41,121542.29,0,1,Spain,Platinum,10336.48679,Middle,Medium,Medium,Medium,High,High Risk
15566091,32,4,1,1,0,0,1,319,545,0.00,94739.20,0,1,Spain,Platinum,1421.08800,Adult,Low,Zero,Medium,Low,Medium Risk
15655961,27,1,1,1,0,0,4,448,756,131899.00,93302.29,0,0,Germany,Silver,3197.79374,Adult,High,Medium,Medium,Medium,Medium Risk
15710404,35,10,1,1,1,0,5,693,569,124525.52,193793.78,0,0,France,Platinum,20093.00194,Adult,Low,Medium,High,High,Medium Risk
15775625,47,6,1,1,0,0,2,458,596,0.00,74835.65,0,0,France,Gold,1571.54865,Middle,Low,Zero,Medium,Low,High Risk
15792328,39,6,1,1,1,1,1,388,475,0.00,56999.90,1,0,France,Gold,1196.99790,Adult,Low,Zero,Medium,Low,Churned
15719856,45,3,1,1,1,0,3,939,646,47134.75,57236.44,0,1,France,Platinum,2572.22728,Adult,Medium,Low,Medium,Low,Medium Risk
15593773,35,3,2,0,0,0,2,469,784,0.00,81483.64,0,0,Spain,Platinum,977.80368,Adult,High,Zero,Medium,Low,Medium Risk
15733114,45,9,2,1,0,0,2,723,552,0.00,26752.56,0,0,Spain,Diamond,802.57680,Adult,Low,Zero,Low,Low,Medium Risk
15797748,44,5,2,0,1,0,4,685,729,0.00,9200.54,0,0,France,Gold,165.60972,Adult,Medium,Zero,Low,Low,Medium Risk
15743411,61,1,1,1,0,1,5,400,609,0.00,22447.85,1,0,Spain,Platinum,134.68710,Senior,Medium,Zero,Low,Low,Churned
15753337,51,5,3,1,0,1,1,406,555,0.00,189122.89,1,0,France,Platinum,3404.21202,Middle,Low,Zero,High,Medium,Churned
15601026,19,1,1,1,1,0,3,263,572,138657.08,16161.82,0,1,Germany,Platinum,2870.11252,Youth,Low,Medium,Low,Low,Medium Risk
15658485,34,9,1,1,1,0,4,667,785,70302.48,68600.36,0,1,France,Silver,9088.25880,Adult,High,Medium,Medium,Medium,Medium Risk
15636731,36,1,2,1,1,0,3,997,714,101609.01,447.73,0,1,Germany,Platinum,2034.86658,Adult,Medium,Medium,Low,Low,Medium Risk
15628303,35,3,1,1,1,0,2,766,738,0.00,15650.73,0,0,Spain,Diamond,187.80876,Adult,Medium,Zero,Low,Low,Medium Risk
15633461,38,5,1,1,1,0,4,577,639,130170.82,149599.62,0,0,Germany,Gold,10503.04236,Adult,Medium,Medium,Medium,High,Medium Risk
15677135,61,8,2,1,1,0,3,756,520,133802.29,90304.01,0,0,Germany,Gold,14480.41437,Senior,Low,Medium,Medium,High,Medium Risk
15590876,24,7,1,0,0,0,2,429,764,106234.02,115676.38,0,1,France,Silver,11274.95472,Adult,High,Medium,Medium,High,Medium Risk
15790782,39,6,1,0,0,0,5,581,661,132628.98,38812.67,0,0,Spain,Diamond,10099.09467,Adult,Medium,Medium,Low,High,Medium Risk
15700476,41,9,2,1,1,0,1,599,564,103522.75,34338.21,0,0,Germany,Gold,11382.42130,Adult,Low,Medium,Low,High,Medium Risk
15634141,42,8,2,1,0,0,2,307,708,192390.52,823.36,0,1,Germany,Silver,17337.37752,Adult,Medium,High,Low,High,Medium Risk
15737795,36,1,1,0,1,1,4,795,512,0.00,135482.26,1,0,Spain,Platinum,812.89356,Adult,Low,Zero,Medium,Low,Churned
15790299,37,9,3,1,1,0,1,413,592,0.00,10656.89,0,0,Spain,Diamond,319.70670,Adult,Low,Zero,Low,Low,High Risk
15675316,38,3,2,0,1,0,1,348,619,0.00,116467.35,0,1,France,Platinum,1397.60820,Adult,Medium,Zero,Medium,Low,Low Risk
15613630,52,8,1,1,1,1,4,347,775,109922.61,96823.32,1,0,France,Silver,12507.26454,Middle,High,Medium,Medium,High,Churned
15662100,44,5,1,0,1,0,2,952,850,128605.32,171096.20,0,1,Germany,Platinum,10796.05080,Adult,High,Medium,High,High,Medium Risk
15668032,37,4,1,1,1,0,1,642,577,0.00,79881.39,0,1,France,Platinum,1198.22085,Adult,Low,Zero,Medium,Low,Medium Risk
15599289,37,10,1,1,0,0,1,260,724,68598.56,157862.82,0,1,France,Gold,12755.31466,Adult,Medium,Medium,High,High,Medium Risk
15754084,35,1,1,1,1,0,4,939,710,106518.52,127951.81,0,0,Spain,Platinum,2898.08126,Adult,Medium,Medium,Medium,Low,Medium Risk
15676521,31,8,2,0,0,0,4,665,696,0.00,191074.11,0,1,France,Silver,5159.00097,Adult,Medium,Zero,High,Medium,Medium Risk
15804586,46,6,1,1,0,1,2,979,376,0.00,157333.69,1,1,France,Platinum,3304.00749,Middle,Low,Zero,High,Medium,Churned
15781465,29,8,1,1,0,0,2,329,675,121326.42,133457.52,0,1,Germany,Silver,14522.73084,Adult,Medium,Medium,Medium,High,Medium Risk
15729362,36,8,1,1,0,0,2,296,745,67226.37,130789.60,0,0,France,Diamond,9581.69250,Adult,Medium,Medium,Medium,Medium,Medium Risk
15709295,25,5,2,1,1,0,1,282,697,82931.85,128373.88,0,1,Spain,Platinum,7286.64084,Adult,Medium,Medium,Medium,Medium,Low Risk
15745324,39,4,1,1,0,1,3,543,599,0.00,194273.20,1,1,Spain,Platinum,2914.09800,Adult,Low,Zero,High,Low,Churned
15741336,38,5,1,1,1,1,4,788,715,118590.41,5684.17,1,1,France,Gold,7217.73966,Adult,Medium,Medium,Low,Medium,Churned
15783659,67,4,1,1,1,0,1,513,659,145981.87,131043.20,0,0,France,Platinum,9264.74150,Senior,Medium,Medium,Medium,Medium,Medium Risk
15620981,48,3,1,0,0,1,3,579,684,73309.38,21228.34,1,1,France,Diamond,3187.11528,Middle,Medium,Medium,Low,Medium,Churned
15630328,48,8,2,1,1,0,4,885,635,130796.33,43250.30,0,1,France,Silver,12939.42780,Middle,Medium,Medium,Low,High,High Risk
15785899,33,8,1,1,0,0,4,513,789,151607.56,4389.40,0,0,Germany,Silver,13763.19420,Adult,High,High,Low,High,Medium Risk
15606149,66,9,1,0,1,0,1,445,571,111577.01,189271.90,0,1,Germany,Platinum,16835.85800,Senior,Low,Medium,High,High,Medium Risk
15671139,39,0,1,1,1,0,4,297,694,107042.74,102284.20,0,0,Spain,Platinum,1377.28000,Adult,Medium,Medium,Medium,Low,Medium Risk
15660429,42,2,2,0,1,1,3,553,665,156371.61,156774.94,1,1,Spain,Diamond,6102.12276,Adult,Medium,High,High,Medium,Churned
15571002,44,4,1,0,0,0,3,528,706,129605.99,69865.49,0,1,France,Silver,7528.28185,Adult,Medium,Medium,Medium,Medium,Medium Risk
15631681,43,0,2,0,1,0,5,660,807,0.00,85523.24,0,1,Spain,Platinum,256.56972,Adult,High,Zero,Medium,Low,Medium Risk
15731522,67,8,2,1,1,0,1,352,771,0.00,51219.80,0,1,Spain,Gold,1382.93460,Senior,High,Zero,Medium,Low,Medium Risk
15619529,27,8,1,0,0,0,5,835,531,132576.25,7222.92,0,0,Spain,Silver,12126.88134,Adult,Low,Medium,Low,High,Medium Risk
15628034,37,6,1,1,1,0,1,330,629,129101.30,23971.33,0,1,France,Diamond,9540.48893,Adult,Medium,Medium,Low,Medium,Medium Risk
15686164,31,1,1,1,1,0,2,747,850,108822.40,132173.31,0,1,Germany,Diamond,2969.48786,Adult,High,Medium,Medium,Low,Medium Risk
15582797,35,4,1,1,0,0,1,404,685,137948.51,113639.64,0,0,Spain,Platinum,8602.02010,Adult,Medium,Medium,Medium,Medium,Medium Risk
15753831,32,7,1,1,1,0,2,479,642,100433.80,39768.59,0,0,Spain,Platinum,8989.15016,Adult,Medium,Medium,Low,Medium,Medium Risk
15731815,63,4,3,1,0,1,3,693,529,96134.11,108732.96,1,0,Spain,Gold,6437.69990,Senior,Low,Medium,Medium,Medium,Churned
15580956,43,4,1,1,1,1,5,443,683,115888.04,117349.19,1,1,Germany,Platinum,7554.63985,Adult,Medium,Medium,Medium,Medium,Churned
15602084,42,5,1,1,1,0,2,676,663,124626.07,78004.50,0,1,France,Silver,8881.64520,Adult,Medium,Medium,Medium,Medium,Medium Risk
15589805,34,6,1,1,1,0,5,254,563,139810.34,152417.79,0,1,France,Diamond,12987.49739,Adult,Low,Medium,High,High,Medium Risk
15720893,34,9,2,0,0,0,5,365,637,0.00,26057.08,0,1,Spain,Gold,781.71240,Adult,Medium,Zero,Low,Low,Medium Risk
15641009,37,3,1,0,0,0,5,939,544,84496.71,79972.09,0,0,France,Platinum,4339.53348,Adult,Low,Medium,Medium,Medium,Medium Risk
15605926,70,9,2,0,1,0,3,989,649,116854.71,107125.79,0,0,Germany,Diamond,14899.24470,Senior,Medium,Medium,Medium,High,Medium Risk
15805955,48,10,1,1,1,0,3,893,638,138333.03,47679.14,0,1,France,Silver,16790.04492,Middle,Medium,Medium,Low,High,High Risk
15801488,25,3,2,1,1,0,2,409,723,0.00,134509.47,0,0,France,Diamond,1614.11364,Adult,Medium,Zero,Medium,Low,Low Risk
15605918,43,5,2,0,0,0,5,368,635,78992.75,153265.31,0,0,Germany,Silver,7498.34058,Adult,Medium,Medium,High,Medium,Medium Risk
15779711,38,7,2,0,1,0,3,324,750,97257.41,179883.04,0,1,Spain,Diamond,12097.78576,Adult,High,Medium,High,High,Low Risk
15705620,34,5,2,1,0,0,4,822,730,122453.37,138882.98,0,0,France,Diamond,9847.09584,Adult,Medium,Medium,Medium,Medium,Medium Risk
15685357,36,8,1,0,1,0,3,447,750,112940.07,9855.81,0,1,Spain,Gold,10430.71317,Adult,High,Medium,Low,High,Medium Risk
15570060,43,8,1,1,0,1,2,230,586,132558.26,67046.83,1,1,France,Silver,13740.50781,Adult,Low,Medium,Medium,High,Churned
15582616,38,4,2,1,0,0,2,867,520,0.00,56388.63,0,1,France,Diamond,845.82945,Adult,Low,Zero,Medium,Low,Medium Risk
